SYMBOL A253_SALIVARY_GLAND power
MIR892B 0.0555 1.03921920682447
MIR541 8e-04 1.00055467151783
MIR875 -0.2702 0.829204585682062
MIR876 0.4294 1.34667339466716
MIR147B -0.2471 0.842588423699958
MIR744 0.3252 1.25283810682638
MIR877 0.3791 1.30053028931466
MIR665 8e-04 1.00055467151783
MIR873 0.4294 1.34667339466716
MIR374B 0.4588 1.37439815032417
MIR301B 0.6452 1.56395608157943
MIR216B 0.0879 1.06282200259786
MIR920 -0.3905 0.762865169739102
MIR922 0.6866 1.60948596910928
MIR934 0.0271 1.01896182322045
MIR935 0.0122 1.00849225191659
MIR936 0.0934 1.06688154220183
MIR938 -0.4126 0.751268230379499
MIR940 0.3364 1.26260205120771
MIR941-1 0.4645 1.37983905474336
MIR941-4 0.4645 1.37983905474336
MIR942 0.1056 1.07594176902336
MIR943 -0.3948 0.760594810141881
MIR708 -0.405 0.755236292781413
MIR885 -0.1088 0.927359096793487
MIR543 8e-04 1.00055467151783
MIR208B -0.0549 0.962661167376638
MIR509-3 0.0555 1.03921920682447
MIR937 0.5355 1.44944440666812
MIR941-2 0.4645 1.37983905474336
MIR944 0.6945 1.6183234677181
MIR891A 0.0555 1.03921920682447
MIR892A 0.0555 1.03921920682447
MIR874 0.1066 1.07668781355647
MIR889 8e-04 1.00055467151783
MIR190B 0.0848 1.06054070901648
MIR760 0.1435 1.10458159964406
MIR921 -0.2624 0.833699861094453
MIR933 0.178 1.1313144628459
MIR939 0.5355 1.44944440666812
MIR941-3 0.4645 1.37983905474336
MIR365A 0.3433 1.26865518132757
MIR365B 0.1526 1.11157092188835
SNAR-G1 0.0658 1.04666517331387
SNAR-F 0.0658 1.04666517331387
LOC100126784 -0.1712 0.888103669997188
EGOT -0.1088 0.927359096793487
GHRLOS -0.1088 0.927359096793487
SNAR-A1 0.0658 1.04666517331387
SNAR-A2 0.0658 1.04666517331387
SNAR-A12 0.0658 1.04666517331387
KIAA1024L 0.1066 1.07668781355647
LOC100127888 0.4138 1.33219013152361
C10orf131 0.0934 1.06688154220183
LOC100127983 -0.2702 0.829204585682062
LOC100128023 0.6866 1.60948596910928
WWTR1-AS1 0.6914 1.61484981838597
LOC100128054 -0.402 0.75680839648479
LOC100128071 -0.4153 0.749863548688073
LOC100128076 0.4347 1.35162974030025
JAZF1-AS1 0.6456 1.56438976239696
LOC100128098 -0.421 0.746906728556171
HGC6.3 0.1179 1.08515415212082
STAU2-AS1 -0.2702 0.829204585682062
LOC100128164 0.6673 1.58809806323889
LOC100128176 0.1179 1.08515415212082
TMPO-AS1 -0.3863 0.765089272527023
LOC100128239 -0.4273 0.743652227004751
LOC100128252 0.05 1.03526492384138
LOC100128264 -0.4164 0.749292024213543
DNM1P35 -0.2463 0.843055783499842
LOC100128288 0.3252 1.25283810682638
LOC100128292 -0.402 0.75680839648479
BET3L 0.1179 1.08515415212082
LOC100128338 0.5355 1.44944440666812
LOC100128361 0.4347 1.35162974030025
C3orf74 -0.4081 0.753615216342522
FAM225B 0.4607 1.37620939713541
LOC100128398 0.05 1.03526492384138
LOC100128420 0.0271 1.01896182322045
C20orf78 0.4155 1.33376084328331
LOC100128505 0.4607 1.37620939713541
LOC100128511 -0.4126 0.751268230379499
LOC100128531 0.5233 1.43723901092302
LOC100128554 -0.2976 0.813604745997419
LOC100128568 0.0441 1.03103978254985
C19orf71 0.0441 1.03103978254985
LOC100128573 0.0441 1.03103978254985
SLC8A1-AS1 0.0987 1.07080813174733
LOC100128593 0.4791 1.3938738513121
ACVR2B-AS1 -0.378 0.769503610080431
LOC100128675 0.0441 1.03103978254985
LOC100128682 0.0496 1.03497792724416
LOC100128714 -0.2709 0.828802350698298
OST4 0.0753 1.05358009900014
LOC100128750 -0.386 0.765248384911334
LOC100128770 0.3364 1.26260205120771
LINC00476 0.4347 1.35162974030025
LOC100128787 0.1248 1.09035656667147
SRRM2-AS1 0.3364 1.26260205120771
GPR158-AS1 -0.4126 0.751268230379499
LOC100128822 -0.4164 0.749292024213543
LOC100128881 -0.0714 0.95171400076331
FAM66B 0.3356 1.26190211004897
ZBTB42 8e-04 1.00055467151783
LOC100128946 0.1642 1.12054454388555
MAPT-AS1 0.0818 1.05833766795091
LOC100128993 0.4381 1.35481888311971
LOC100129027 -0.3747 0.771265776239542
LOC100129034 0.4607 1.37620939713541
LOC100129046 0.1435 1.10458159964406
LOC100129055 0.465 1.38031735339663
UNQ6494 0.4347 1.35162974030025
KTN1-AS1 0.803 1.74472541154152
LOC100129083 0.0658 1.04666517331387
KHDC1L 0.1213 1.08771455122203
LOC100129138 0.0927 1.06636401361212
LOC100129148 -0.3989 0.758436341666484
LOC100129175 0.0894 1.06392761537435
MATN1-AS1 -0.4153 0.749863548688073
LOC100129213 -0.421 0.746906728556171
LOC100129216 -0.4318 0.741336268807116
LOC100129250 0.4294 1.34667339466716
LOC100129269 0.1056 1.07594176902336
C1orf68 0.0932 1.06673365126649
LOC100129316 0.4347 1.35162974030025
LOC100129345 8e-04 1.00055467151783
NRADDP -0.4081 0.753615216342522
GABPB1-AS1 -0.2471 0.842588423699958
FAM106CP 1.0439 2.0617937199861
MSTO2P 0.0848 1.06054070901648
RPL19P12 0.5733 1.48792313518508
LOC100129427 0.6395 1.5577891771666
DPY19L1P1 0.5951 1.51057728717286
CXorf28 0.0111 1.00772360806751
LOC100129480 -0.1088 0.927359096793487
ZNF37BP -0.4511 0.731484905924886
LINC00633 0.0271 1.01896182322045
LOC100129518 0.1179 1.08515415212082
LOC100129520 0.0479 1.03375907904544
LOC100129534 -0.3401 0.789986552270438
LOC100129550 -0.3965 0.759699090929046
FAM47E -0.3711 0.773192741960948
LINC00462 0.0909 1.06503437827721
LOC100129617 -0.0599 0.959330612751697
LOC100129620 0.1248 1.09035656667147
LOC100129636 -0.3987 0.758541490557053
TCF24 -0.3111 0.806026960025153
FGF13-AS1 0.0271 1.01896182322045
ARRDC3-AS1 0.103 1.07400447162012
LOC100129722 0.4791 1.3938738513121
LOC100129726 0.085 1.06068774136822
CCDC152 1.0112 2.01558692113232
LOC100129794 -0.0549 0.962661167376638
MRVI1-AS1 -0.1712 0.888103669997188
ZNF737 0.0441 1.03103978254985
PCOLCE-AS1 0.5733 1.48792313518508
LOC100129858 -0.3832 0.766735030423688
SCXA 0.5355 1.44944440666812
LOC100129917 -0.3948 0.760594810141881
LOC100129924 0.112 1.08072540203935
LOC100129931 -0.3871 0.764665134556204
LOC100129935 0.0496 1.03497792724416
LOC100129961 0.0921 1.06592061749445
HDAC6 -0.772 0.585605090609405
LOC100130000 0.1056 1.07594176902336
LOC100130015 -0.697 0.616853584904748
FTLP10 -0.3885 0.7639234588028
LOC100130093 -0.2478 0.842179696412653
MAPT-IT1 0.0818 1.05833766795091
LOC100130155 0.2758 1.21066523847733
KIAA0494-AS1 0.112 1.08072540203935
LOC100130231 0.5355 1.44944440666812
LOC100130238 -0.2127 0.862920765215906
LOC100130264 0.4155 1.33376084328331
CCDC166 0.5355 1.44944440666812
LOC100130275 -0.4 0.757858283255199
LOC100130298 0.2758 1.21066523847733
LOC100130301 -0.2702 0.829204585682062
FAM48B1 0.0673 1.04775397876341
C17orf107 0.3247 1.25240398145819
LOC100130331 -0.3169 0.802793032160158
SCGB2B3P 0.0441 1.03103978254985
LOC100130348 0.5219 1.43584498198398
LOC100130357 -0.4 0.757858283255199
LINC00552 0.0745 1.05299603209275
LOC100130417 -0.3401 0.789986552270438
CECR7 0.579 1.49381345711234
PP14571 0.0849 1.06061422264447
LOC100130451 0.0894 1.06392761537435
LOC100130452 0.0894 1.06392761537435
LOC100130476 0.1179 1.08515415212082
LOC100130480 0.2739 1.20907186645325
TMEM221 0.0441 1.03103978254985
PARD6G-AS1 -1.0198 0.493184717427133
LOC100130539 -0.4511 0.731484905924886
LOC100130557 0.112 1.08072540203935
LOC100130581 0.0818 1.05833766795091
CXorf64 0.0479 1.03375907904544
LOC100130673 0.5951 1.51057728717286
LOC100130691 0.178 1.1313144628459
LOC100130700 -0.343 0.788400174056278
LOC100130705 -0.3989 0.758436341666484
CECR5-AS1 0.579 1.49381345711234
LRRC70 0.121 1.08748839085488
LRRC69 -0.2702 0.829204585682062
LOC100130744 1.0217 2.030309966751
EFCAB10 0.5733 1.48792313518508
LOC100130776 0.1271 1.09209624146528
SGK110 0.05 1.03526492384138
LOC100130849 0.6378 1.55595463704494
LOC100130855 -0.2525 0.839440514611375
LOC100130872 -0.3948 0.760594810141881
LOC100130880 -0.3989 0.758436341666484
PSORS1C3 0.3791 1.30053028931466
TSTD3 0.1179 1.08515415212082
LOC100130894 -0.0896 0.939783276346948
LOC100130899 0.1642 1.12054454388555
C17orf110 0.1086 1.07818145487515
ZNF663 0.3842 1.30513586539748
LOC100130950 0.3247 1.25240398145819
LOC100130954 0.4791 1.3938738513121
SYCE1L -0.0896 0.939783276346948
LOC100130964 -0.411 0.752101875694344
C6orf99 0.1179 1.08515415212082
LOC100130987 0.5219 1.43584498198398
C7orf72 0.6395 1.5577891771666
LOC100130992 -0.4126 0.751268230379499
LOC100131047 -0.3909 0.762653687921441
LOC100131060 0.112 1.08072540203935
LOC100131067 0.103 1.07400447162012
LOC100131089 -0.2471 0.842588423699958
LOC100131094 0.0441 1.03103978254985
LOC100131096 0.1086 1.07818145487515
ZBTB20-AS1 -0.3803 0.768277815151954
BSPH1 0.0658 1.04666517331387
LOC100131138 -0.0582 0.960461706459142
WDR86-AS1 -0.4164 0.749292024213543
TSTD1 0.0848 1.06054070901648
KIAA1984-AS1 0.4791 1.3938738513121
RPL21P28 -0.4153 0.749863548688073
SNAP25-AS1 0.4424 1.35886298914406
TMEM194B 0.1544 1.11295865547249
ZNF503-AS2 -0.402 0.75680839648479
LOC100131234 -0.2478 0.842179696412653
ANKRD63 -0.2471 0.842588423699958
LOC100131257 0.6456 1.56438976239696
LOC100131289 -0.3987 0.758541490557053
LOC100131320 0.0822 1.05863114214144
LOC100131347 0.0926 1.0662901014528
LINC00605 8e-04 1.00055467151783
C11orf91 1.5191 2.86612195829663
SP9 0.178 1.1313144628459
LOC100131434 0.0555 1.03921920682447
CD300LD 0.1086 1.07818145487515
DBIL5P 0.3247 1.25240398145819
LOC100131496 0.3842 1.30513586539748
LOC100131551 0.6866 1.60948596910928
FKSG29 0.0745 1.05299603209275
LOC100131564 0.1435 1.10458159964406
LOC100131626 -0.4273 0.743652227004751
LOC100131635 0.6945 1.6183234677181
LOC100131655 -1.0198 0.493184717427133
LOC100131691 0.05 1.03526492384138
LOC100131726 0.5355 1.44944440666812
USP30-AS1 -0.3932 0.761438804702452
ARMCX4 0.0416 1.02925467387955
PET100 0.0441 1.03103978254985
LINC00271 0.1179 1.08515415212082
UBE2DNL 0.4588 1.37439815032417
LOC100131825 0.0848 1.06054070901648
ZNF717 -0.3999 0.757910815809048
FAM196B 0.3392 1.26505490404651
KRTAP25-1 0.0805 1.05738443858696
ZNF705G 0.3356 1.26190211004897
RRN3P3 0.3182 1.24677402187494
LOC100132077 0.4347 1.35162974030025
LOC100132078 -0.4273 0.743652227004751
HERC2P7 -0.255 0.837987134667949
FAM66E -0.7159 0.608825208416634
LOC100132111 0.0932 1.06673365126649
LOC100132146 -0.378 0.769503610080431
PHKA2-AS1 0.0673 1.04775397876341
LOC100132215 0.0879 1.06282200259786
LOC100132247 0.3182 1.24677402187494
LOC100132273 0.1642 1.12054454388555
KIAA0664L3 0.3182 1.24677402187494
LOC100132352 0.4454 1.36169160524479
LOC100132354 -0.3909 0.762653687921441
LOC100132356 1.0112 2.01558692113232
KRTAP4-9 0.0926 1.0662901014528
ZNF705B -0.7159 0.608825208416634
GAGE12D -0.772 0.585605090609405
NBPF10 0.1056 1.07594176902336
FCGR1C 0.0932 1.06673365126649
CLDN24 -0.3848 0.765885165416703
FAM99B -0.1455 0.904065997860932
KRTAP4-7 0.0926 1.0662901014528
LOC100132526 -0.1088 0.927359096793487
XGPY2 -2.6641 0.157770567812574
ZRANB2-AS1 0.112 1.08072540203935
BSN-AS2 -0.4081 0.753615216342522
LOC100132707 -0.4164 0.749292024213543
CYP4F30P 0.0822 1.05863114214144
DCAF13P3 -0.2471 0.842588423699958
LOC100132735 0.1179 1.08515415212082
LOC100132741 0.4588 1.37439815032417
KDM4A-AS1 0.112 1.08072540203935
LOC100132781 0.4347 1.35162974030025
LOC100132831 -0.7777 0.583295965270152
LOC100132832 0.0303 1.02122446128627
LOC100132891 -0.2702 0.829204585682062
DPH3P1 0.4138 1.33219013152361
FAM159B 0.121 1.08748839085488
FAM66D -2.6278 0.16179063420016
FAM27C 0.2955 1.22731025687632
CXorf68 0.0555 1.03921920682447
GOLGA8DP -0.255 0.837987134667949
LOC100132987 -0.402 0.75680839648479
LOC100133050 0.103 1.07400447162012
LOC100133091 0.0303 1.02122446128627
FAM27B 0.2955 1.22731025687632
LOC100133123 0.0673 1.04775397876341
UBE2Q2P3 -0.2501 0.840838130775786
SPANXB2 5e-04 1.00034663365385
FAM66A 0.4118 1.33034460337453
LINC00240 -0.3987 0.758541490557053
SBF1P1 0.2758 1.21066523847733
LOC100133267 -2.6278 0.16179063420016
LOC100133286 -0.4108 0.752206146380596
LOC100133308 -0.4511 0.731484905924886
HOXA-AS3 0.6456 1.56438976239696
LOC100133315 -0.4318 0.741336268807116
LOC100133445 -0.3401 0.789986552270438
LOC100133461 -0.3948 0.760594810141881
MRPL23-AS1 -0.1455 0.904065997860932
LOC100133612 -0.3401 0.789986552270438
LOC100133669 0.5355 1.44944440666812
LOC100133920 0.0879 1.06282200259786
CD24 -0.4 0.757858283255199
LOC100133957 -0.7777 0.583295965270152
LOC100133985 0.0879 1.06282200259786
MAP3K14-AS1 0.0818 1.05833766795091
UBOX5-AS1 0.4424 1.35886298914406
LOC100134229 -0.3989 0.758436341666484
LOC100134259 0.085 1.06068774136822
LOC100134317 0.0496 1.03497792724416
LOC100134368 0.3364 1.26260205120771
KCNJ18 0.1526 1.11157092188835
NDUFB2-AS1 -0.3989 0.758436341666484
LOC100134868 0.4155 1.33376084328331
UBE2Q2P2 -0.2501 0.840838130775786
TEN1 0.1086 1.07818145487515
UPK3BL 0.5733 1.48792313518508
JMJD7 -0.2471 0.842588423699958
PLA2G4B -0.2471 0.842588423699958
HDAC5 0.0818 1.05833766795091
C17orf99 0.1086 1.07818145487515
LOC100144595 0.178 1.1313144628459
LINC00029 0.4138 1.33219013152361
LOC100144597 0.4138 1.33219013152361
LOC100144602 -0.3885 0.7639234588028
LOC100144603 0.1642 1.12054454388555
LOC100144604 -0.2423 0.845396473843762
KLLN -0.402 0.75680839648479
PDCD6IP -0.378 0.769503610080431
KRTAP20-4 0.0929 1.06651185330125
RNU4ATAC 0.0822 1.05863114214144
RNU6ATAC 0.4607 1.37620939713541
SCARNA9L 0.0673 1.04775397876341
PDCD6 0.9415 1.92052400965219
LOC100169752 0.0934 1.06688154220183
PATE3 -0.4273 0.743652227004751
PEG3-AS1 0.05 1.03526492384138
SNAR-A13 0.0658 1.04666517331387
DBIL5P2 0.0879 1.06282200259786
BCL2L10 -0.2471 0.842588423699958
SNAR-B2 0.0658 1.04666517331387
SNAR-C2 0.0658 1.04666517331387
SNAR-C4 0.0658 1.04666517331387
SNAR-E 0.0658 1.04666517331387
SNAR-H 0.0879 1.06282200259786
SNAR-I 0.6945 1.6183234677181
SNAR-C5 0.0658 1.04666517331387
SNAR-B1 0.0658 1.04666517331387
SNAR-C1 0.0658 1.04666517331387
SNAR-C3 0.0658 1.04666517331387
SNAR-D 0.0658 1.04666517331387
SNAR-G2 0.0658 1.04666517331387
SRRM5 0.0496 1.03497792724416
C19orf69 0.0496 1.03497792724416
C17orf96 0.0926 1.0662901014528
LOC100170939 0.1163 1.0839513447565
BCL2L11 0.0822 1.05863114214144
MIR1224 0.6673 1.58809806323889
MIR1225 0.3364 1.26260205120771
TOMM6 -0.3909 0.762653687921441
LOC100188947 -0.402 0.75680839648479
LINC00426 0.0909 1.06503437827721
LINC00092 0.4347 1.35162974030025
DNMBP-AS1 0.0934 1.06688154220183
DCTN1-AS1 0.0879 1.06282200259786
SH2B3 -0.0582 0.960461706459142
RAMP2-AS1 0.0818 1.05833766795091
TPT1-AS1 0.0909 1.06503437827721
LOC100190940 -0.2976 0.813604745997419
C5orf52 0.2747 1.20974250418059
LOC100190986 0.3182 1.24677402187494
C2CD4D 0.0932 1.06673365126649
LOC100192204 -0.421 0.746906728556171
ZFHX4-AS1 -0.2702 0.829204585682062
PP12613 -0.3832 0.766735030423688
FLJ16779 0.4138 1.33219013152361
FLJ41941 0.579 1.49381345711234
LOC100192426 0.2739 1.20907186645325
CDH4 0.4138 1.33219013152361
GNE 0.4294 1.34667339466716
HCN4 -0.2463 0.843055783499842
LOC100216001 -0.3871 0.764665134556204
LOC100216479 0.0822 1.05863114214144
LOC100216545 0.5733 1.48792313518508
LOC100216546 0.5733 1.48792313518508
INSL5 0.112 1.08072540203935
FRAT1 0.0934 1.06688154220183
PCED1B-AS1 0.1271 1.09209624146528
TROAP 0.1271 1.09209624146528
LOC100240734 0.1271 1.09209624146528
LOC100240735 0.1271 1.09209624146528
MED16 0.5126 1.42661890812938
PIGK 0.0967 1.06932470494313
LOC100268168 0.3392 1.26505490404651
LOC100270679 0.4155 1.33376084328331
LOC100270746 -0.3987 0.758541490557053
LOC100270804 0.4155 1.33376084328331
LOC100271702 -0.3827 0.767000806588815
ARHGEF33 0.0987 1.07080813174733
LOC100271722 0.1642 1.12054454388555
LOC100271832 0.0753 1.05358009900014
LOC100271836 0.3182 1.24677402187494
ERVV-2 0.0122 1.00849225191659
MEF2B 0.0441 1.03103978254985
AIRN 0.1179 1.08515415212082
ZNRF2P2 0.5951 1.51057728717286
MTCP1NB 0.0555 1.03921920682447
LOC100272216 0.1163 1.0839513447565
LOC100272217 0.4607 1.37620939713541
LOC100272228 0.0555 1.03921920682447
LOC100286793 0.1056 1.07594176902336
BCDIN3D-AS1 0.1271 1.09209624146528
LOC100286922 0.0849 1.06061422264447
VPS13A-AS1 0.4347 1.35162974030025
ANAPC1P1 0.0875 1.06252736661515
LOC100287010 0.1011 1.07259096058138
LOC100287015 0.3356 1.26190211004897
DDX11L10 0.3364 1.26260205120771
LOC100287036 -0.0714 0.95171400076331
LOC100287042 0.1086 1.07818145487515
DEFT1P2 0.3356 1.26190211004897
LINC00421 0.1041 1.07482367137329
LOC100287144 -0.3871 0.764665134556204
LOC100287177 0.0658 1.04666517331387
LOC100287178 -0.3871 0.764665134556204
LOC100287205 -0.3871 0.764665134556204
SH3RF3-AS1 0.1011 1.07259096058138
LOC100287225 -1.0198 0.493184717427133
ZNF729 0.0441 1.03103978254985
TIPARP-AS1 0.6914 1.61484981838597
LOC100287238 -0.3871 0.764665134556204
MANSC4 -1.2215 0.428836616011235
LOC100287314 -1.2215 0.428836616011235
LOC100287327 -0.3871 0.764665134556204
PRSS46 -0.378 0.769503610080431
LOC100287364 -0.3871 0.764665134556204
LOC100287404 -0.3871 0.764665134556204
PNMA6C 0.0555 1.03921920682447
LOC100287441 -0.3871 0.764665134556204
LOC100287478 -0.3871 0.764665134556204
LOC100287482 -0.3989 0.758436341666484
LOC100287513 -0.3871 0.764665134556204
LOC100287534 0.4644 1.37974341490299
ADPGK-AS1 -0.2463 0.843055783499842
LINC00173 -0.2976 0.813604745997419
LOXL1-AS1 -0.2463 0.843055783499842
LOC100287632 0.1179 1.08515415212082
LOC100287704 0.0632 1.04478059016941
LOC100287718 -0.3909 0.762653687921441
AP4B1-AS1 0.1056 1.07594176902336
LINC00630 0.0416 1.02925467387955
LOC100287792 0.3842 1.30513586539748
LINC00582 -0.2478 0.842179696412653
LOC100287846 0.4516 1.36755608427629
LOC100287879 -0.3697 0.773943417048632
TTC34 -0.3401 0.789986552270438
LGALS8-AS1 -0.3169 0.802793032160158
TIMM23 -0.3489 0.785182541493886
LOC100287944 -0.3932 0.761438804702452
GM140 -0.2546 0.838219506247897
LOC100288069 -0.3401 0.789986552270438
WTAPP1 -0.405 0.755236292781413
LOC100288079 -0.2546 0.838219506247897
LOC100288122 0.2739 1.20907186645325
LOC100288123 0.5126 1.42661890812938
LOC100288181 0.5355 1.44944440666812
LOC100288198 0.1179 1.08515415212082
KRTAP22-2 0.0929 1.06651185330125
KRTAP21-3 0.0929 1.06651185330125
LOC100288346 -0.4273 0.743652227004751
ERVMER34-1 -0.3885 0.7639234588028
LOC100288428 -0.1088 0.927359096793487
LOC100288432 0.0929 1.06651185330125
MTRNR2L7 0.465 1.38031735339663
LOC100288520 -0.3871 0.764665134556204
LOC100288524 0.6456 1.56438976239696
WHAMMP1 -1.9899 0.251756337328949
LOC100288637 -0.2762 0.825763181916274
PAN3-AS1 0.0909 1.06503437827721
LOC100288748 -0.2702 0.829204585682062
TMEM239 0.4424 1.35886298914406
FRG2C -0.3999 0.757910815809048
HYDIN2 0.1056 1.07594176902336
LOC100288814 0.0673 1.04775397876341
LOC100288842 0.4607 1.37620939713541
LOC100288846 -0.0549 0.962661167376638
LOC100288911 0.0987 1.07080813174733
LOC100288974 -0.402 0.75680839648479
MOXD2P -0.3989 0.758436341666484
LOC100289019 0.4607 1.37620939713541
LOC100289092 0.3182 1.24677402187494
LOC100289137 0.4051 1.32418069242579
FAM197Y5 -3.1075 0.116024388580592
GNG12-AS1 0.112 1.08072540203935
LOC100289187 0.5733 1.48792313518508
LINC00624 0.1056 1.07594176902336
LOC100289230 0.103 1.07400447162012
LINC00675 0.3252 1.25283810682638
LOC100289341 0.4791 1.3938738513121
LOC100289361 0.6914 1.61484981838597
UBAC2-AS1 0.0745 1.05299603209275
