SYMBOL HCT15_LARGE_INTESTINE power
SNORD115-23 -0.0148 0.98979386146954
SNORD115-25 -0.0148 0.98979386146954
SNORD115-26 -0.0148 0.98979386146954
SNORD115-29 -0.0148 0.98979386146954
SNORD115-30 -0.0148 0.98979386146954
SNORD115-31 -0.0148 0.98979386146954
SNORD115-32 -0.0148 0.98979386146954
SNORD115-33 -0.0148 0.98979386146954
SNORD115-34 -0.0148 0.98979386146954
SNORD115-35 -0.0148 0.98979386146954
SNORD115-36 -0.0148 0.98979386146954
SNORD115-37 -0.0148 0.98979386146954
SNORD115-38 -0.0148 0.98979386146954
SNORD115-39 -0.0148 0.98979386146954
SNORD115-40 -0.0148 0.98979386146954
SNORD115-41 -0.0148 0.98979386146954
SNORD115-42 -0.0148 0.98979386146954
SNORD115-43 -0.0148 0.98979386146954
SNORD115-44 -0.0148 0.98979386146954
MIR675 0.0492 1.03469101020826
SNORD116-28 -0.0148 0.98979386146954
SNORD116-29 -0.0148 0.98979386146954
SNORD115-48 -0.0148 0.98979386146954
SNORD115-24 -0.0148 0.98979386146954
SNORD115-27 -0.0148 0.98979386146954
SNORD115-28 -0.0148 0.98979386146954
SNORD115-45 -0.0148 0.98979386146954
SNORD115-47 -0.0148 0.98979386146954
DDTL 0.0221 1.01543648312367
TLX1NB 0.0178 1.01241444717777
NAALADL1 0.0252 1.01762075451613
CDKN2B-AS1 -0.0228 0.984320468367326
GUSBP9 0.0379 1.02661838348993
SIGLEC14 0.0087 1.00604859981997
ACOT8 0.0099 1.00688575563559
ABI1 0.009 1.00625782349778
GNPDA1 -0.0159 0.989039468996991
MIMT1 -0.0173 0.988080164642491
KCNE3 0.0022 1.00152608708476
ZBTB33 0.0027 1.00187324973175
SNHG8 -0.0116 0.99199173112201
LOC100093698 0.0905 1.06473912897875
CDH3 -0.008 0.994470168673214
TANK 0.023 1.0160701429937
HAVCR1P1 -0.0266 0.981731219813741
POM121C -0.0528 0.964063446049229
ZSCAN30 0.0218 1.01522535099568
PSIMCT-1 0.0099 1.00688575563559
GAGE8 -0.005 0.996540262827868
ANKRD26P3 0.0607 1.04297169111272
SRA1 -0.0159 0.989039468996991
SNORD119 0.0194 1.01353787357388
SNORD121A 0.0135 1.00940140509944
SNORD125 0.0221 1.01543648312367
SNORD19B -0.0124 0.991441806590304
SNORD105B -0.0266 0.981731219813741
SNORD123 -0.041 0.971980987981352
SNORD121B 0.0135 1.00940140509944
UCKL1-AS1 -0.0015 0.998960819551523
SNORD127 0.0054 1.00375000852805
SNORD124 0.0082 1.00569999035764
SNORD126 0.0353 1.02476989578761
SNORD11B 0.0362 1.02540937995996
SNORD12B -0.0015 0.998960819551523
SNORD111B -0.008 0.994470168673214
LINC00577 -0.0479 0.967343378423709
LINC00583 -0.0228 0.984320468367326
TMEM170B -0.0078 0.994608041068293
SNORD58C 0.0322 1.02257027912562
SCARNA27 -0.0078 0.994608041068293
SNORA84 0.0043 1.00298497908078
SNORA36C -0.006 0.995849753094458
SNORA38B 0.0122 1.00849225191659
SNORA70B -0.006 0.995849753094458
SNORA70C -0.0305 0.979080915191884
SNORA11B -0.0293 0.979895630586605
SNORA11C -0.005 0.996540262827868
LOC100124692 0.0024 1.00166493770563
HOTAIR 0.0318 1.02228680174338
ZGLP1 -0.0266 0.981731219813741
FAM86JP 0.099 1.07103082319145
FMR1-AS1 -0.0324 0.977792334261337
MIR298 -0.0015 0.998960819551523
MIR300 -0.0293 0.979895630586605
VTRNA2-1 -0.0159 0.989039468996991
MIR509-2 -0.0324 0.977792334261337
MIR450B 0.0027 1.00187324973175
MIR890 -0.0641 0.956541853365079
MIR891B -0.0641 0.956541853365079
MIR888 -0.0641 0.956541853365079
MIR892B -0.0641 0.956541853365079
MIR541 -0.0293 0.979895630586605
MIR875 -0.0142 0.990205590774956
MIR876 -0.0117 0.991922973877825
MIR147B -0.0082 0.994332315389983
MIR744 -7e-04 0.999514914665561
MIR877 0.0342 1.02398884558558
MIR665 -0.0293 0.979895630586605
MIR873 -0.0117 0.991922973877825
MIR374B -0.005 0.996540262827868
MIR301B 0.0221 1.01543648312367
MIR216B 0.0303 1.02122446128627
MIR920 -0.0277 0.980982972455252
MIR922 -0.0139 0.990411519649093
MIR934 0.0027 1.00187324973175
MIR935 0.0224 1.01564765915991
MIR936 0.0178 1.01241444717777
MIR938 0.009 1.00625782349778
MIR940 0 1
MIR941-1 -0.0015 0.998960819551523
MIR941-4 -0.0015 0.998960819551523
MIR942 0.0288 1.0201632247926
MIR943 0.0193 1.01346762291667
MIR708 0.0022 1.00152608708476
MIR885 -0.0118 0.991854221399365
MIR543 -0.0293 0.979895630586605
MIR208B 0.0529 1.0373480305873
MIR509-3 -0.0324 0.977792334261337
MIR937 -0.0024 0.998337829704366
MIR941-2 -0.0015 0.998960819551523
MIR944 -0.0139 0.990411519649093
MIR891A -0.0641 0.956541853365079
MIR892A -0.0641 0.956541853365079
MIR874 -0.0159 0.989039468996991
MIR889 -0.0293 0.979895630586605
MIR190B 0.01 1.00695555005672
MIR760 0.0613 1.04340554105528
MIR921 -0.0121 0.991647992555022
MIR933 0.0442 1.03111125125857
MIR939 -0.0024 0.998337829704366
MIR941-3 -0.0015 0.998960819551523
MIR365A 0 1
MIR365B 0.0082 1.00569999035764
SNAR-G1 0.0087 1.00604859981997
SNAR-F 0.0087 1.00604859981997
LOC100126784 0.0275 1.01924437859508
EGOT -0.0118 0.991854221399365
GHRLOS -0.0118 0.991854221399365
SNAR-A1 0.0087 1.00604859981997
SNAR-A2 0.0087 1.00604859981997
SNAR-A12 0.0087 1.00604859981997
KIAA1024L -0.0159 0.989039468996991
LOC100127888 -0.0015 0.998960819551523
C10orf131 0.0178 1.01241444717777
LOC100127983 -0.0142 0.990205590774956
LOC100128023 -0.0139 0.990411519649093
WWTR1-AS1 -0.0108 0.99254196068119
LOC100128054 0.0178 1.01241444717777
LOC100128071 0.0115 1.00800304711529
LOC100128076 0.0043 1.00298497908078
JAZF1-AS1 0.0036 1.00249844577676
LOC100128098 0.0822 1.05863114214144
HGC6.3 -0.0284 0.980507112001979
STAU2-AS1 -0.0142 0.990205590774956
LOC100128164 -0.0139 0.990411519649093
LOC100128176 0.0056 1.00388916747127
TMPO-AS1 -0.004 0.997231251352069
LOC100128239 0.0016 1.00110965069616
LOC100128252 -0.0173 0.988080164642491
LOC100128264 0.0109 1.0075839175948
DNM1P35 -0.0018 0.998753113085276
LOC100128288 -7e-04 0.999514914665561
LOC100128292 -0.002 0.998614666101029
BET3L 0.0076 1.00528181845239
LOC100128338 -0.0024 0.998337829704366
LOC100128361 0.0043 1.00298497908078
C3orf74 -0.0124 0.991441806590304
FAM225B 0.0043 1.00298497908078
LOC100128398 -0.0173 0.988080164642491
LOC100128420 0.0027 1.00187324973175
C20orf78 0.0307 1.02150764408436
LOC100128505 -0.0305 0.979080915191884
LOC100128511 0.009 1.00625782349778
LOC100128531 0.0221 1.01543648312367
LOC100128554 -0.0847 0.942980602835902
LOC100128568 -0.0266 0.981731219813741
C19orf71 -0.0266 0.981731219813741
LOC100128573 -0.0266 0.981731219813741
SLC8A1-AS1 0.0288 1.0201632247926
LOC100128593 0.038 1.02668954572
ACVR2B-AS1 0.0256 1.01790293801601
LOC100128675 -0.0266 0.981731219813741
LOC100128682 -0.0266 0.981731219813741
LOC100128714 -0.0148 0.98979386146954
OST4 0.0126 1.00877190410723
LOC100128750 0.0173 1.01206363186313
LOC100128770 0 1
LINC00476 0.0043 1.00298497908078
LOC100128787 -0.0155 0.989313726983223
SRRM2-AS1 0 1
GPR158-AS1 0.009 1.00625782349778
LOC100128822 0.0109 1.0075839175948
LOC100128881 0.0217 1.0151549833755
FAM66B 0.7319 1.66082492458057
ZBTB42 0.0133 1.00926148205079
LOC100128946 0.0067 1.00465488659063
MAPT-AS1 0.1146 1.0826748227078
LOC100128993 0.0363 1.02548045838538
LOC100129027 0.0864 1.06171753875255
LOC100129034 -0.0305 0.979080915191884
LOC100129046 0.0613 1.04340554105528
LOC100129055 -0.0191 0.986848140414499
UNQ6494 0.0043 1.00298497908078
KTN1-AS1 0.0054 1.00375000852805
LOC100129083 0.0087 1.00604859981997
KHDC1L -0.014 0.990342871933025
LOC100129138 -0.0155 0.989313726983223
LOC100129148 0.0024 1.00166493770563
LOC100129175 -0.0153 0.989450884494147
MATN1-AS1 0.0115 1.00800304711529
LOC100129213 0.009 1.00625782349778
LOC100129216 0.0022 1.00152608708476
LOC100129250 0.0037 1.00256793608221
LOC100129269 0.0128 1.00891175928126
C1orf68 -0.0353 0.975828821778009
LOC100129316 0.0043 1.00298497908078
LOC100129345 -0.0293 0.979895630586605
NRADDP -0.0124 0.991441806590304
GABPB1-AS1 4e-04 1.00027729731202
FAM106CP 0.0196 1.01367838949737
MSTO2P 1.5454 2.91884985331962
RPL19P12 0.0065 1.00451562150356
LOC100129427 0.0036 1.00249844577676
DPY19L1P1 0.0036 1.00249844577676
CXorf28 0.0905 1.06473912897875
LOC100129480 -0.0118 0.991854221399365
ZNF37BP -0.0191 0.986848140414499
LINC00633 0.0027 1.00187324973175
LOC100129518 -0.0284 0.980507112001979
LOC100129520 0.0027 1.00187324973175
LOC100129534 0.7307 1.65944406360746
LOC100129550 -0.0289 0.980167353011025
FAM47E 0.0014 1.00097087704908
LINC00462 -0.0125 0.991373087462662
LOC100129617 0.0217 1.0151549833755
LOC100129620 -0.0155 0.989313726983223
LOC100129636 0.0013 1.00090149743949
TCF24 -0.0142 0.990205590774956
FGF13-AS1 0.0027 1.00187324973175
ARRDC3-AS1 0.0045 1.00312403196104
LOC100129722 0.038 1.02668954572
LOC100129726 -0.0128 0.991166958656908
CCDC152 -0.0043 0.997023904502027
LOC100129794 0.0054 1.00375000852805
MRVI1-AS1 0.0091 1.00632757439246
ZNF737 -0.0266 0.981731219813741
PCOLCE-AS1 0.0094 1.00653685608743
LOC100129858 -0.0116 0.99199173112201
SCXA -0.0024 0.998337829704366
LOC100129917 0.0193 1.01346762291667
LOC100129924 0.0115 1.00800304711529
LOC100129931 0.0193 1.01346762291667
LOC100129935 -0.0266 0.981731219813741
LOC100129961 -0.0345 0.976370086231732
HDAC6 -0.005 0.996540262827868
LOC100130000 0.0288 1.0201632247926
LOC100130015 0.0217 1.0151549833755
FTLP10 -0.021 0.985549336939371
LOC100130093 0.0162 1.01129226601077
MAPT-IT1 0.1146 1.0826748227078
LOC100130155 -0.0142 0.990205590774956
KIAA0494-AS1 0.0518 1.03655739369193
LOC100130231 -0.0197 0.986437807143117
LOC100130238 0.0577 1.04080514583424
LOC100130264 0.0307 1.02150764408436
CCDC166 -0.0024 0.998337829704366
LOC100130275 -0.0078 0.994608041068293
LOC100130298 -0.0142 0.990205590774956
LOC100130301 -0.0142 0.990205590774956
FAM48B1 0.0905 1.06473912897875
C17orf107 -7e-04 0.999514914665561
LOC100130331 0.0162 1.01129226601077
SCGB2B3P -0.0266 0.981731219813741
LOC100130348 0.0252 1.01762075451613
LOC100130357 -0.0078 0.994608041068293
LINC00552 0.0728 1.0517559647607
LOC100130417 0.1105 1.07960233333138
CECR7 0.0221 1.01543648312367
PP14571 0.0274 1.01917373240678
LOC100130451 -0.0153 0.989450884494147
LOC100130452 0.0362 1.02540937995996
LOC100130476 0.0056 1.00388916747127
LOC100130480 -0.0187 0.987121790751206
TMEM221 -0.0266 0.981731219813741
PARD6G-AS1 0.0036 1.00249844577676
LOC100130539 -0.009 0.993781093322555
LOC100130557 0.0115 1.00800304711529
LOC100130581 0.014 1.00975129759669
CXorf64 0.0027 1.00187324973175
LOC100130673 0.0036 1.00249844577676
LOC100130691 -0.0116 0.99199173112201
LOC100130700 0.7951 1.73519764487135
LOC100130705 0.0024 1.00166493770563
CECR5-AS1 0.0221 1.01543648312367
LRRC70 0.0379 1.02661838348993
LRRC69 -0.0142 0.990205590774956
LOC100130744 -0.0043 0.997023904502027
EFCAB10 0.0065 1.00451562150356
LOC100130776 0.0318 1.02228680174338
SGK110 -0.0173 0.988080164642491
LOC100130849 -0.0276 0.981050971370041
LOC100130855 0.0219 1.01529572349355
LOC100130872 0.0193 1.01346762291667
LOC100130880 0.0024 1.00166493770563
PSORS1C3 -0.0759 0.948750075205326
TSTD3 2e-04 1.00013863904562
LOC100130894 -0.008 0.994470168673214
LOC100130899 0.0221 1.01543648312367
C17orf110 0.0122 1.00849225191659
ZNF663 0.0099 1.00688575563559
LOC100130950 -7e-04 0.999514914665561
LOC100130954 0.038 1.02668954572
SYCE1L 0.0159 1.01108199555891
LOC100130964 -0.0058 0.995987816753804
C6orf99 -0.0284 0.980507112001979
LOC100130987 -3e-04 0.999792077464719
C7orf72 0.0036 1.00249844577676
LOC100130992 0.009 1.00625782349778
LOC100131047 -0.002 0.998614666101029
LOC100131060 0.0154 1.0107316419568
LOC100131067 0.0045 1.00312403196104
LOC100131089 -0.0079 0.994539102481607
LOC100131094 -0.0266 0.981731219813741
LOC100131096 0.0122 1.00849225191659
ZBTB20-AS1 -0.0289 0.980167353011025
BSPH1 0.0087 1.00604859981997
LOC100131138 0.029 1.02030465924846
WDR86-AS1 0.0109 1.0075839175948
TSTD1 -0.0121 0.991647992555022
KIAA1984-AS1 0.038 1.02668954572
RPL21P28 0.0115 1.00800304711529
SNAP25-AS1 0.0194 1.01353787357388
TMEM194B 0.0362 1.02540937995996
ZNF503-AS2 -0.002 0.998614666101029
LOC100131234 0.0031 1.00215106649088
ANKRD63 -0.0079 0.994539102481607
LOC100131257 0.0049 1.00340219555873
LOC100131289 0.0013 1.00090149743949
LOC100131320 -0.0345 0.976370086231732
LOC100131347 0.0082 1.00569999035764
LINC00605 0.0133 1.00926148205079
C11orf91 -0.0167 0.988491181093208
SP9 0.0442 1.03111125125857
LOC100131434 0.0583 1.04123809454856
CD300LD 0.0122 1.00849225191659
DBIL5P -0.8223 0.565539618537293
LOC100131496 0.0572 1.04044449275809
LOC100131551 -0.0139 0.990411519649093
FKSG29 0.0182 1.01269518698262
LOC100131564 0.0613 1.04340554105528
LOC100131626 -0.0236 0.98377479650774
LOC100131635 -0.0139 0.990411519649093
LOC100131655 0.0036 1.00249844577676
LOC100131691 -0.0173 0.988080164642491
LOC100131726 -0.0088 0.993918870184885
USP30-AS1 0.0133 1.00926148205079
ARMCX4 0.0183 1.0127653840968
PET100 -0.0266 0.981731219813741
LINC00271 0.0056 1.00388916747127
UBE2DNL -0.005 0.996540262827868
LOC100131825 -0.0121 0.991647992555022
ZNF717 0.0171 1.01192333977707
FAM196B -0.0345 0.976370086231732
KRTAP25-1 0.0023 1.0015955099891
ZNF705G 0.7319 1.66082492458057
RRN3P3 0 1
LOC100132077 0.0043 1.00298497908078
LOC100132078 -0.0236 0.98377479650774
HERC2P7 0.0083 1.00576970258494
FAM66E -0.0108 0.99254196068119
LOC100132111 0.0288 1.0201632247926
LOC100132146 -0.02 0.986232704493359
PHKA2-AS1 0.0905 1.06473912897875
LOC100132215 -0.006 0.995849753094458
LOC100132247 0 1
LOC100132273 0.0221 1.01543648312367
KIAA0664L3 0 1
LOC100132352 0.0482 1.03397406555457
LOC100132354 -0.002 0.998614666101029
LOC100132356 -0.0043 0.997023904502027
KRTAP4-9 0.0082 1.00569999035764
ZNF705B -0.0108 0.99254196068119
GAGE12D -0.005 0.996540262827868
NBPF10 0.0288 1.0201632247926
FCGR1C 0.0288 1.0201632247926
CLDN24 0.0215 1.01501426276682
FAM99B 0.0492 1.03469101020826
KRTAP4-7 0.0082 1.00569999035764
LOC100132526 0.0268 1.01874995809481
XGPY2 -0.8796 0.543518105591156
ZRANB2-AS1 0.0177 1.01234427438784
BSN-AS2 -0.0124 0.991441806590304
LOC100132707 0.0109 1.0075839175948
CYP4F30P -0.0345 0.976370086231732
DCAF13P3 4e-04 1.00027729731202
LOC100132735 0.0056 1.00388916747127
LOC100132741 -0.005 0.996540262827868
KDM4A-AS1 0.0115 1.00800304711529
LOC100132781 0.0043 1.00298497908078
LOC100132831 -0.005 0.996540262827868
LOC100132832 0.0103 1.00716496234914
LOC100132891 -0.0142 0.990205590774956
DPH3P1 -0.0015 0.998960819551523
FAM159B 0.0379 1.02661838348993
FAM66D -1.5552 0.340281352842869
FAM27C 0.0276 1.01931502968036
CXorf68 0.0583 1.04123809454856
GOLGA8DP 0.0083 1.00576970258494
LOC100132987 -0.002 0.998614666101029
LOC100133050 -0.0054 0.996264001498192
LOC100133091 -0.0528 0.964063446049229
FAM27B 0.0276 1.01931502968036
LOC100133123 0.0905 1.06473912897875
UBE2Q2P3 2.4035 5.29085177235068
SPANXB2 0.0027 1.00187324973175
FAM66A 0.0358 1.02512511552094
LINC00240 0.0013 1.00090149743949
SBF1P1 -0.0142 0.990205590774956
LOC100133267 -1.5552 0.340281352842869
LOC100133286 1.4129 2.66271865448324
LOC100133308 -0.009 0.993781093322555
HOXA-AS3 0.0036 1.00249844577676
LOC100133315 0.0022 1.00152608708476
LOC100133445 0.7307 1.65944406360746
LOC100133461 0.0193 1.01346762291667
MRPL23-AS1 0.0492 1.03469101020826
LOC100133612 0.0039 1.00270693114403
LOC100133669 -0.0024 0.998337829704366
LOC100133920 -0.006 0.995849753094458
CD24 0.0072 1.00500313378482
LOC100133957 -0.005 0.996540262827868
LOC100133985 -0.006 0.995849753094458
MAP3K14-AS1 0.014 1.00975129759669
UBOX5-AS1 0.0194 1.01353787357388
LOC100134229 0.0024 1.00166493770563
LOC100134259 -0.0128 0.991166958656908
LOC100134317 -0.0266 0.981731219813741
LOC100134368 0 1
KCNJ18 0.0385 1.0270454308686
NDUFB2-AS1 0.0024 1.00166493770563
LOC100134868 0.0099 1.00688575563559
UBE2Q2P2 2.4035 5.29085177235068
TEN1 0.0122 1.00849225191659
UPK3BL -0.0195 0.98657456593926
JMJD7 0.0386 1.02711662270036
PLA2G4B 0.0386 1.02711662270036
HDAC5 0.014 1.00975129759669
C17orf99 0.0122 1.00849225191659
LOC100144595 0.023 1.0160701429937
LINC00029 -0.0015 0.998960819551523
LOC100144597 -0.0015 0.998960819551523
LOC100144602 -0.021 0.985549336939371
LOC100144603 0.0067 1.00465488659063
LOC100144604 0.0047 1.00326310411947
KLLN 0.0178 1.01241444717777
PDCD6IP 0.0489 1.03447587463018
KRTAP20-4 0.0023 1.0015955099891
RNU4ATAC 0.0106 1.00737441819214
RNU6ATAC -0.0067 0.995366680983927
SCARNA9L 0.0905 1.06473912897875
PDCD6 0.1091 1.07855518885236
LOC100169752 0.0163 1.01136236587851
PATE3 -0.0236 0.98377479650774
PEG3-AS1 -0.0173 0.988080164642491
SNAR-A13 0.0087 1.00604859981997
DBIL5P2 -0.006 0.995849753094458
BCL2L10 4e-04 1.00027729731202
SNAR-B2 0.0087 1.00604859981997
SNAR-C2 0.0087 1.00604859981997
SNAR-C4 0.0087 1.00604859981997
SNAR-E -0.0159 0.989039468996991
SNAR-H -0.006 0.995849753094458
SNAR-I -0.0139 0.990411519649093
SNAR-C5 0.0087 1.00604859981997
SNAR-B1 0.0087 1.00604859981997
SNAR-C1 0.0087 1.00604859981997
SNAR-C3 0.0087 1.00604859981997
SNAR-D 0.0087 1.00604859981997
SNAR-G2 0.0087 1.00604859981997
SRRM5 -0.0266 0.981731219813741
C19orf69 -0.0266 0.981731219813741
C17orf96 0.0082 1.00569999035764
LOC100170939 0.0379 1.02661838348993
BCL2L11 -0.0024 0.998337829704366
MIR1224 -0.0139 0.990411519649093
MIR1225 0 1
TOMM6 -0.002 0.998614666101029
LOC100188947 0.0178 1.01241444717777
LINC00426 0.0052 1.00361086887502
LINC00092 0.0043 1.00298497908078
DNMBP-AS1 0.0178 1.01241444717777
DCTN1-AS1 -0.006 0.995849753094458
SH2B3 0.029 1.02030465924846
RAMP2-AS1 0.0082 1.00569999035764
TPT1-AS1 -0.0125 0.991373087462662
LOC100190940 0.0577 1.04080514583424
C5orf52 -0.0345 0.976370086231732
LOC100190986 0 1
C2CD4D 0.0288 1.0201632247926
LOC100192204 -0.0045 0.996885697220376
ZFHX4-AS1 -0.0142 0.990205590774956
PP12613 -0.0116 0.99199173112201
FLJ16779 -0.0015 0.998960819551523
FLJ41941 0.0221 1.01543648312367
LOC100192426 -0.0187 0.987121790751206
CDH4 -0.0015 0.998960819551523
GNE 0.0135 1.00940140509944
HCN4 -0.0018 0.998753113085276
LOC100216001 -0.0286 0.980371194275255
LOC100216479 -0.0345 0.976370086231732
LOC100216545 0.0065 1.00451562150356
LOC100216546 0.0065 1.00451562150356
INSL5 0.0177 1.01234427438784
FRAT1 0.0178 1.01241444717777
PCED1B-AS1 0.0318 1.02228680174338
TROAP 0.0318 1.02228680174338
LOC100240734 0.0318 1.02228680174338
LOC100240735 0.0318 1.02228680174338
MED16 -0.0266 0.981731219813741
PIGK -0.0143 0.990136957332295
LOC100268168 -0.0345 0.976370086231732
LOC100270679 0.0307 1.02150764408436
LOC100270746 0.0013 1.00090149743949
LOC100270804 0.0307 1.02150764408436
LOC100271702 0.0173 1.01206363186313
ARHGEF33 0.0288 1.0201632247926
LOC100271722 0.0067 1.00465488659063
LOC100271832 -0.0334 0.977114815099046
LOC100271836 0 1
ERVV-2 0.0224 1.01564765915991
MEF2B -0.0266 0.981731219813741
AIRN -0.0284 0.980507112001979
ZNRF2P2 0.0036 1.00249844577676
MTCP1NB 0.0583 1.04123809454856
LOC100272216 0.0379 1.02661838348993
LOC100272217 -0.0067 0.995366680983927
LOC100272228 0.0583 1.04123809454856
LOC100286793 0.0288 1.0201632247926
BCDIN3D-AS1 0.0318 1.02228680174338
LOC100286922 0.0274 1.01917373240678
VPS13A-AS1 0.0043 1.00298497908078
ANAPC1P1 -0.006 0.995849753094458
LOC100287010 0.0142 1.00989128855289
LOC100287015 -0.0367 0.97488233089739
DDX11L10 0 1
LOC100287036 0.0217 1.0151549833755
LOC100287042 0.0122 1.00849225191659
DEFT1P2 -0.0367 0.97488233089739
LINC00421 0.0607 1.04297169111272
LOC100287144 0.0193 1.01346762291667
LOC100287177 -0.0159 0.989039468996991
LOC100287178 0.0193 1.01346762291667
LOC100287205 0.0193 1.01346762291667
SH3RF3-AS1 0.0142 1.00989128855289
LOC100287225 0.0322 1.02257027912562
ZNF729 -0.0266 0.981731219813741
TIPARP-AS1 0.0091 1.00632757439246
LOC100287238 0.0193 1.01346762291667
MANSC4 0.0427 1.03003974060605
LOC100287314 0.0146 1.01017132869264
LOC100287327 0.0193 1.01346762291667
PRSS46 -0.02 0.986232704493359
LOC100287364 0.0193 1.01346762291667
LOC100287404 0.0193 1.01346762291667
PNMA6C 0.0583 1.04123809454856
LOC100287441 0.0193 1.01346762291667
LOC100287478 0.0193 1.01346762291667
LOC100287482 0.0024 1.00166493770563
LOC100287513 0.0193 1.01346762291667
LOC100287534 0.0224 1.01564765915991
ADPGK-AS1 -0.0018 0.998753113085276
LINC00173 0.029 1.02030465924846
LOXL1-AS1 -0.0018 0.998753113085276
LOC100287632 0.0076 1.00528181845239
LOC100287704 -0.0276 0.981050971370041
LOC100287718 0.016 1.0111520808513
AP4B1-AS1 0.0288 1.0201632247926
LINC00630 0.0183 1.0127653840968
LOC100287792 0.0099 1.00688575563559
LINC00582 0.0162 1.01129226601077
LOC100287846 -0.0058 0.995987816753804
LOC100287879 0.0296 1.02072908027693
TTC34 0.7307 1.65944406360746
LGALS8-AS1 0.0162 1.01129226601077
TIMM23 -0.009 0.993781093322555
LOC100287944 0.0133 1.00926148205079
GM140 -0.0018 0.998753113085276
LOC100288069 0.1105 1.07960233333138
WTAPP1 -0.0094 0.993505596891063
LOC100288079 -0.0147 0.989862471129784
LOC100288122 0.0286 1.02002180994236
LOC100288123 -0.0266 0.981731219813741
LOC100288181 -0.0024 0.998337829704366
LOC100288198 0.0217 1.0151549833755
KRTAP22-2 0.0023 1.0015955099891
KRTAP21-3 0.0023 1.0015955099891
LOC100288346 -0.0236 0.98377479650774
ERVMER34-1 0.0324 1.02271204729319
LOC100288428 -0.0118 0.991854221399365
LOC100288432 0.0023 1.0015955099891
MTRNR2L7 -0.0191 0.986848140414499
LOC100288520 0.0193 1.01346762291667
LOC100288524 0.0049 1.00340219555873
WHAMMP1 -0.0053 0.996333059649911
LOC100288637 -0.0053 0.996333059649911
PAN3-AS1 0.0052 1.00361086887502
LOC100288748 -0.0142 0.990205590774956
TMEM239 0.0194 1.01353787357388
FRG2C 0.0171 1.01192333977707
HYDIN2 0.0288 1.0201632247926
LOC100288814 0.0905 1.06473912897875
LOC100288842 -0.0305 0.979080915191884
LOC100288846 0.0054 1.00375000852805
LOC100288911 0.0288 1.0201632247926
LOC100288974 -0.002 0.998614666101029
MOXD2P 0.0024 1.00166493770563
LOC100289019 -0.0305 0.979080915191884
LOC100289092 0 1
LOC100289137 0.0135 1.00940140509944
FAM197Y5 -0.8796 0.543518105591156
GNG12-AS1 0.0177 1.01234427438784
LOC100289187 0.0094 1.00653685608743
LINC00624 0.0288 1.0201632247926
LOC100289230 -0.0469 0.968014122194319
LINC00675 -7e-04 0.999514914665561
LOC100289341 0.038 1.02668954572
LOC100289361 0.0074 1.00514246646013
UBAC2-AS1 0.0182 1.01269518698262
MCF2L-AS1 0.0728 1.0517559647607
DEFB4B -0.0108 0.99254196068119
LOC100289473 0.0194 1.01353787357388
LOC100289495 -0.0284 0.980507112001979
